City,City Latitude,City Longitude,Venue,Venue Id,Venue Latitude,Venue Longitude,Venue Category
"Paris, France",48.8566969,2.3514616,Hôtel Jules & Jim,4c7d0a8948c6236ac1406311,48.86349582021051,2.3573948716806172,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Pullman Paris Tour Eiffel,4c0f74e2d64c0f479fbc295d,48.85566995125469,2.2928691496532565,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Caron de Beaumarchais,4adcd9fff964a520993021e3,48.856448284087755,2.3567294714314917,Hotel
"Paris, France",48.8566969,2.3514616,The Hoxton Paris,599f10d89b04730cde6d8bf4,48.8701794,2.3466316,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Providence,560ac500498e8ff36b2be81d,48.8692825461256,2.3568509393162795,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Paris Marriott Champs-Élysées,4bc4a3b8461576b09d338032,48.87121341121234,2.305065028801323,Hotel
"Paris, France",48.8566969,2.3514616,Renaissance Paris Republique Hotel,570366cb498ebe9c014e815e,48.86850141509405,2.3609098639826698,Hotel
"Paris, France",48.8566969,2.3514616,Le 123 Sébastopol,5223b77c498ea0064dee963c,48.86758494974488,2.3533225471432093,Hotel
"Paris, France",48.8566969,2.3514616,Novotel Paris Les Halles,4b980387f964a5201a2635e3,48.8607769,2.3463217,Hotel
"Paris, France",48.8566969,2.3514616,New Hotel Roblin,4c347d4d16adc928002ec59c,48.87139823976243,2.3240496796935393,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Ritz,53b65301498e8cb57224f80c,48.86814475882231,2.3289620876312256,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Lutetia,4adcda00f964a520b93021e3,48.85109441256857,2.326995302055743,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Napoléon,4adcda00f964a520cb3021e3,48.87432662879858,2.2981274127960205,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Verneuil,4adcda03f964a520f13121e3,48.857370531184706,2.3314350843429565,Hotel
"Paris, France",48.8566969,2.3514616,Fraser Suites Le Claridge Champs-Élysées,4c0bacd66a3bb713d49b72c7,48.87139950737721,2.3048528789140095,Hotel
"Paris, France",48.8566969,2.3514616,Hotel Duo Paris,4e84bdeb2fb6611bdfd704ea,48.85806463051729,2.352936699640952,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Mandarin Oriental,4d61286a1ee8721e010db321,48.86698662076993,2.327178418636322,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel de Crillon,539788f1498e4e052ed81c7b,48.867329626506944,2.321140766143799,Hotel
"Paris, France",48.8566969,2.3514616,Hilton,4c8c717c509e370491d63355,48.87557147635434,2.3255791218161455,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Dupond-Smith,52eb6e66498e58b3e63c6bd0,48.85793700013539,2.3571832642453723,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Brighton,4adcda04f964a5200c3221e3,48.864851029566395,2.329005330704668,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Madison,4bc5f264d35d9c744adde13a,48.8534964469689,2.3344661134406537,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel citizenM Paris Gare de Lyon,5950b6d4ee71205475acadc1,48.84383973736041,2.3714794382463573,Hotel
"Paris, France",48.8566969,2.3514616,Petit Belloy St Germain by HappyCulture,4b1e916ff964a520c61b24e3,48.850194,2.34227,Hotel
"Paris, France",48.8566969,2.3514616,Citadines Saint-Germain-des-Prés Paris,4bd5ee369649ce7226b5511d,48.85517110605024,2.3409717741939065,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Scribe,4b1c038ef964a520b40024e3,48.870537148418215,2.329675555229187,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Catalogne Paris Gare Montparnasse,4b6d4ec6f964a5205c702ce3,48.837658114450505,2.318503011776824,Hotel
"Paris, France",48.8566969,2.3514616,Hotel L'Echiquier MGallery,563ce125cd109ebcf5a263f4,48.87186792213142,2.3492603440311086,Hotel
"Paris, France",48.8566969,2.3514616,Le General Hotel,4baa347ef964a52018533ae3,48.866219248412214,2.3669549963358505,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Louison (Ex-Aviatic Saint-Germain),4c0bb1997e3fc928449bf582,48.84532133000979,2.3213446140289307,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Le Littré,4bcaef3e3740b7138a916165,48.845458,2.324139,Hotel
"Paris, France",48.8566969,2.3514616,Starhotels Castille Paris,4af4c47ff964a520f4f521e3,48.86847645388553,2.326880693435669,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Regina,4adcda02f964a520a03121e3,48.86379282179662,2.3325414955615993,Hotel
"Paris, France",48.8566969,2.3514616,Holiday Inn Paris - Notre Dame,4be05f934c55b6516169eab7,48.8527923,2.3423043,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Edouard 7,4adcda00f964a520ed3021e3,48.868357432638625,2.3330182044620926,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Monte Cristo,5b22a33b0d0877001ccc5a5e,48.838203,2.3493986,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Banke,4b96196ff964a520c0bc34e3,48.87367001228106,2.3361276090145107,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Sofitel Paris Le Faubourg,4cbfe4aaacd48cfa89b8463f,48.868410298638096,2.321348411079157,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Seven,4bb1c7f5f964a520bea23ce3,48.83898340621503,2.3457732568079646,Hotel
"Paris, France",48.8566969,2.3514616,The Westin Paris – Vendôme,4b240781f964a520745f24e3,48.8654924,2.3271121,Hotel
"Paris, France",48.8566969,2.3514616,Hotel du Triangle d'Or Paris,4bc8e3ed762beee134a73d38,48.8704259328424,2.3267573404913318,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Particulier Montmartre,4b806b0bf964a520867030e3,48.88789684317782,2.3352523263968803,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Paris Bastille Boutet MGallery by Sofitel,5696220d498edfe7601de2d3,48.851915,2.384029,Hotel
"Paris, France",48.8566969,2.3514616,Villa Modigliani,4baa478bf964a520925a3ae3,48.8412353619644,2.3281587118908216,Hotel
"Paris, France",48.8566969,2.3514616,7 Eiffel Hotel****,4d3750b3c47db1f7e7dceea5,48.858374455884956,2.3077558498765893,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Westminster,4b4b65e2f964a5201c9a26e3,48.86933,2.3311,Hotel
"Paris, France",48.8566969,2.3514616,Terrass'' Hotel,4b7924fef964a520dcec2ee3,48.88653196746295,2.333158988482017,Hotel
"Paris, France",48.8566969,2.3514616,Melia Vendôme Hôtel,4bc8688715a7ef3bdefb7ada,48.86682673185158,2.32583242556253,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Amour,4ac79395f964a52021b820e3,48.87963106634556,2.339414656162262,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Maison Souquet,55317068498e56b572f8d5fe,48.88359608596216,2.331518149130297,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel R. Kipling,51584edfe4b0dadf8d186719,48.88213343301544,2.3317835952724755,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Square Louvois,57487afd498eab125136394e,48.86838850804118,2.336714828720246,Hotel
"Paris, France",48.8566969,2.3514616,Hotel De Lille,4b9137a4f964a520ceaa33e3,48.85856172,2.3299138,Hotel
"Paris, France",48.8566969,2.3514616,Sofitel Paris Arc de Triomphe,4b1fde88f964a520012a24e3,48.8750421406568,2.301292924713607,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Jules,4c78bd9381bca0933c3dfb14,48.875226,2.341486,Hotel
"Paris, France",48.8566969,2.3514616,Hotel Relais Bosquet,4af9f3faf964a520861522e3,48.85620580167193,2.3052245378494263,Hotel
"Paris, France",48.8566969,2.3514616,Villa Madame,4bb794f41261d13a6883e798,48.848790176110356,2.3316177300217173,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Odyssey,4e84be772fb6611bdfd70908,48.865080155791944,2.3417756464352446,Hotel
"Paris, France",48.8566969,2.3514616,Champs Elysées Friedland,4decaee38130115d6be3bd38,48.875085,2.304837,Hotel
"Paris, France",48.8566969,2.3514616,Courtyard by Marriott Paris Gare de Lyon,5bbc5cf23c858d002cf92ff3,48.84509806469999,2.3713477553098983,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Quartier Latin,4b28ab39f964a5208e9424e3,48.847689428222026,2.3518526659901298,Hotel
"Paris, France",48.8566969,2.3514616,Hotel Athenee Paris,4d44616c1911a0939f82d7d8,48.87141646152775,2.3280672008376375,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Villa Saxe Eiffel,54665a51498e40bd82cdbf28,48.84970037694761,2.30961939903287,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Crayon,4e84be752fb6611bdfd708f8,48.863963951141535,2.3415177515883987,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Du Louvre - In the Unbound Collection by Hyatt,4adcda04f964a520073221e3,48.8629830120211,2.3356674440641334,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel de Turenne,4db5b07ba86e8d27079cd1bf,48.8541165287675,2.307415271118266,Hotel
"Paris, France",48.8566969,2.3514616,Intercontinental Paris - Avenue Marceau,4bbc4fc72d9ea593b674a0ce,48.8704996,2.298063,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel du Midi Paris Montparnasse,4f1a6493e4b035290d2f2098,48.83300685720683,2.3325642943382263,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel Eiffel Blomet,598ae804ad1ea45754d6fbc5,48.84164052535267,2.3023979956898146,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel du College de France,4adcda02f964a520813121e3,48.849766084946836,2.346085490053706,Hotel
"Paris, France",48.8566969,2.3514616,Cordelia Hotel,4d87a69cf9f3a1cdc03bf764,48.8731964175141,2.325378053674337,Hotel
"Paris, France",48.8566969,2.3514616,Hôtel San Régis,4d814cd4577eb1f7980bb9d3,48.86668026835116,2.3084497340290806,Hotel
"Paris, France",48.8566969,2.3514616,Les Dames du Pantheon,5476fc6e498e4ed32886a04e,48.84619449200725,2.3449982955864392,Hotel
"Paris, France",48.8566969,2.3514616,Residence Charles Floquet,54c57345498e47f3d60203c7,48.85630591800391,2.294317826022159,Hotel
"Paris, France",48.8566969,2.3514616,Saint James Paris,4bf0e73e6f8aa5933c5fc23c,48.87050892029931,2.2798562049865723,Hotel
